X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
SALNTYbin0	CTDTMPbin2	0.586251	0.586251	0.586251	1	1	4	0	0.081000	0.929703	0.070297	0.929703	0.070297	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	5	19
SALNTYbin0	CTDSALbin2	0.488833	0.488833	0.488833	1	1	4	0	0.165000	0.678681	0.321319	0.678681	0.321319	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.542500	0.542500	0.220339	0.220339	5	20
SALNTYbin0	CTDOXYbin2	0.488833	0.488833	0.488833	1	1	4	0	0.167000	0.612586	0.387414	0.612586	0.387414	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.556912	0.556912	0.220339	0.220339	5	21
SALNTYbin0	THETAbin2	0.454938	0.454938	0.454938	1	1	4	0	0.220000	0.926028	0.073972	0.926028	0.073972	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.324668	0.324668	0.220339	0.220339	5	22
SALNTYbin0	SALNTYbin2	0.227469	0.227469	0.227469	1	1	4	0	0.504000	0.888160	0.303968	0.888160	0.303968	0	1.000000	0.000000	1.000000	0.000000	0	0.983012	0.535485	0.535485	0.000000	0.000000	5	23
SALNTYbin0	OXYGENbin2	0.349677	0.349677	0.349677	1	1	4	0	0.144000	0.878782	0.316714	0.878782	0.316714	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.542500	0.542500	0.000000	0.000000	5	24
SALNTYbin0	SILCATbin2	-0.586251	-0.586251	-0.586251	1	1	4	0	0.087000	-0.994915	0.005085	-0.994915	0.005085	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.104030	0.104030	0.000000	0.000000	5	25
SALNTYbin0	NO2+NO3bin2	-0.586251	-0.586251	-0.586251	1	1	4	0	0.075000	-0.948817	0.051183	-0.948817	0.051183	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	5	26
SALNTYbin0	PHSPHTbin2	0.268771	0.268771	0.268771	1	1	1	0	0.936000	-0.130432	0.869568	-0.130432	0.869568	0	0.200000	0.800000	0.200000	0.800000	0	0.986595	0.626452	0.626452	0.327044	0.327044	5	27
OXYGENbin0	SILCATbin0	0.349677	0.349677	0.349677	2	2	2	0	0.501000	0.776162	0.223838	0.776162	0.223838	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.470035	0.470035	0.301974	0.301974	6	7
OXYGENbin0	NO2+NO3bin0	0.349677	0.349677	0.349677	2	2	2	0	0.503000	0.816403	0.183597	0.816403	0.183597	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.447293	0.447293	0.301974	0.301974	6	8
OXYGENbin0	PHSPHTbin0	0.349677	0.349677	0.349677	2	2	2	0	0.445000	0.664519	0.335481	0.664519	0.335481	0	0.400000	0.600000	0.400000	0.600000	0	0.958252	0.551147	0.551147	0.301974	0.301974	6	9
OXYGENbin0	CTDTMPbin1	0.161812	0.161812	0.161812	2	2	2	0	1.000000	0.023818	0.976182	0.023818	0.976182	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.643202	0.643202	0.377907	0.377907	6	10
OXYGENbin0	CTDSALbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.286000	-0.365680	0.634320	-0.365680	0.634320	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.593005	0.593005	0.220339	0.220339	6	11
OXYGENbin0	CTDOXYbin1	0.454938	0.454938	0.454938	1	1	4	0	0.213000	0.624471	0.375529	0.624471	0.375529	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.556912	0.556912	0.220339	0.220339	6	12
OXYGENbin0	THETAbin1	0.161812	0.161812	0.161812	2	2	2	0	1.000000	0.028795	0.971205	0.028795	0.971205	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.643202	0.643202	0.377907	0.377907	6	13
OXYGENbin0	SALNTYbin1	0.586251	0.586251	0.586251	1	1	4	0	0.088000	0.897416	0.102584	0.897416	0.102584	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.357491	0.357491	0.000000	0.000000	6	14
OXYGENbin0	OXYGENbin1	0.454938	0.454938	0.454938	1	1	4	0	0.345000	0.972263	0.027737	0.972263	0.027737	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.263651	0.263651	0.220339	0.220339	6	15
OXYGENbin0	SILCATbin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.605000	-0.310068	0.689932	-0.310068	0.689932	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.602376	0.602376	0.288889	0.288889	6	16
OXYGENbin0	NO2+NO3bin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.576000	-0.306456	0.693544	-0.306456	0.693544	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.602376	0.602376	0.288889	0.288889	6	17
OXYGENbin0	PHSPHTbin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.603000	-0.352172	0.647828	-0.352172	0.647828	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.593627	0.593627	0.288889	0.288889	6	18
OXYGENbin0	CTDTMPbin2	-0.323625	-0.323625	-0.323625	1	1	4	0	0.568000	-0.397110	0.602890	-0.397110	0.602890	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.585654	0.585654	0.288889	0.288889	6	19
OXYGENbin0	CTDSALbin2	0.161812	0.161812	0.161812	2	2	2	0	1.000000	-0.245564	0.754436	-0.245564	0.754436	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.615444	0.615444	0.377907	0.377907	6	20
OXYGENbin0	CTDOXYbin2	0.161812	0.161812	0.161812	2	2	2	0	1.000000	-0.113657	0.886343	-0.113657	0.886343	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.626452	0.626452	0.377907	0.377907	6	21
OXYGENbin0	THETAbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.295000	-0.391429	0.608571	-0.391429	0.608571	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.585654	0.585654	0.220339	0.220339	6	22
OXYGENbin0	SALNTYbin2	-0.227469	-0.227469	-0.227469	1	1	4	0	0.511000	-0.721297	0.487093	-0.721297	0.487093	0	-0.500000	0.666667	-0.500000	0.666667	0	0.983012	0.565599	0.565599	0.301974	0.301974	6	23
OXYGENbin0	OXYGENbin2	-0.105261	-0.105261	-0.105261	1	1	4	0	1.000000	-0.400705	0.737530	-0.400705	0.737530	0	-0.500000	0.666667	-0.500000	0.666667	0	1.000000	0.612390	0.612390	0.301974	0.301974	6	24
OXYGENbin0	SILCATbin2	0.323625	0.323625	0.323625	1	1	4	0	0.581000	0.681453	0.318547	0.681453	0.318547	0	0.600000	0.400000	0.600000	0.400000	0	0.983012	0.542500	0.542500	0.288889	0.288889	6	25
OXYGENbin0	NO2+NO3bin2	0.323625	0.323625	0.323625	1	1	4	0	0.579000	0.544819	0.455181	0.544819	0.455181	0	0.600000	0.400000	0.600000	0.400000	0	0.983012	0.565599	0.565599	0.288889	0.288889	6	26
OXYGENbin0	PHSPHTbin2	0.268771	0.268771	0.268771	2	2	1	0	0.690000	-0.082103	0.917897	-0.082103	0.917897	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.630198	0.630198	0.327044	0.327044	6	27
SILCATbin0	NO2+NO3bin0	0.586251	0.586251	0.586251	1	1	4	0	0.083000	0.997772	0.002228	0.997772	0.002228	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.064051	0.064051	0.000000	0.000000	7	8
SILCATbin0	PHSPHTbin0	0.586251	0.586251	0.586251	1	1	4	0	0.084000	0.977740	0.022260	0.977740	0.022260	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.243798	0.243798	0.000000	0.000000	7	9
SILCATbin0	CTDTMPbin1	0.454938	0.454938	0.454938	1	1	4	0	0.320000	0.461361	0.538639	0.461361	0.538639	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.574283	0.574283	0.220339	0.220339	7	10
SILCATbin0	CTDSALbin1	0.268771	0.268771	0.268771	4	4	1	0	0.823000	0.292624	0.707376	0.292624	0.707376	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.604820	0.604820	0.327044	0.327044	7	11
SILCATbin0	CTDOXYbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.904000	0.022194	0.977806	0.022194	0.977806	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.643202	0.643202	0.327044	0.327044	7	12
SILCATbin0	THETAbin1	0.454938	0.454938	0.454938	1	1	4	0	0.288000	0.464846	0.535154	0.464846	0.535154	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.574283	0.574283	0.220339	0.220339	7	13
SILCATbin0	SALNTYbin1	0.349677	0.349677	0.349677	2	2	2	0	0.617000	0.420034	0.579966	0.420034	0.579966	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.585654	0.585654	0.301974	0.301974	7	14
SILCATbin0	OXYGENbin1	0.293125	0.293125	0.293125	2	2	2	0	0.744000	0.642487	0.357513	0.642487	0.357513	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.556912	0.556912	0.327044	0.327044	7	15
SILCATbin0	SILCATbin1	0.268771	0.268771	0.268771	4	4	1	0	0.836000	0.254337	0.745663	0.254337	0.745663	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.614704	0.614704	0.301974	0.301974	7	16
SILCATbin0	NO2+NO3bin1	0.268771	0.268771	0.268771	4	4	1	0	0.829000	0.276145	0.723855	0.276145	0.723855	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.610044	0.610044	0.301974	0.301974	7	17
SILCATbin0	PHSPHTbin1	0.268771	0.268771	0.268771	4	4	1	0	0.836000	0.207755	0.792245	0.207755	0.792245	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	7	18
SILCATbin0	CTDTMPbin2	0.268771	0.268771	0.268771	4	4	1	0	0.839000	0.269717	0.730283	0.269717	0.730283	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.610044	0.610044	0.301974	0.301974	7	19
SILCATbin0	CTDSALbin2	0.454938	0.454938	0.454938	1	1	4	0	0.283000	0.168681	0.831319	0.168681	0.831319	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.626452	0.626452	0.220339	0.220339	7	20
SILCATbin0	CTDOXYbin2	0.454938	0.454938	0.454938	1	1	4	0	0.289000	0.289789	0.710211	0.289789	0.710211	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.604994	0.604994	0.220339	0.220339	7	21
SILCATbin0	THETAbin2	0.268771	0.268771	0.268771	4	4	1	0	0.825000	0.275317	0.724683	0.275317	0.724683	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.610044	0.610044	0.327044	0.327044	7	22
SILCATbin0	SALNTYbin2	-0.174839	-0.174839	-0.174839	3	3	2	0	0.837000	-0.638223	0.559339	-0.638223	0.559339	0	-0.500000	0.666667	-0.500000	0.666667	0	0.983012	0.582118	0.582118	0.301974	0.301974	7	23
SILCATbin0	OXYGENbin2	0.227469	0.227469	0.227469	1	1	4	0	0.324000	0.975223	0.142010	0.975223	0.142010	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.405207	0.405207	0.000000	0.000000	7	24
SILCATbin0	SILCATbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.927000	0.067712	0.932288	0.067712	0.932288	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.638078	0.638078	0.301974	0.301974	7	25
SILCATbin0	NO2+NO3bin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.918000	-0.035444	0.964556	-0.035444	0.964556	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.643202	0.643202	0.301974	0.301974	7	26
SILCATbin0	PHSPHTbin2	-0.161812	-0.161812	-0.161812	3	3	2	0	1.000000	-0.322416	0.677584	-0.322416	0.677584	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.602376	0.602376	0.377907	0.377907	7	27
NO2+NO3bin0	PHSPHTbin0	0.586251	0.586251	0.586251	1	1	4	0	0.106000	0.966258	0.033742	0.966258	0.033742	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.287267	0.287267	0.000000	0.000000	8	9
NO2+NO3bin0	CTDTMPbin1	0.454938	0.454938	0.454938	1	1	4	0	0.274000	0.428229	0.571771	0.428229	0.571771	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.584363	0.584363	0.220339	0.220339	8	10
NO2+NO3bin0	CTDSALbin1	0.268771	0.268771	0.268771	4	4	1	0	0.834000	0.228610	0.771390	0.228610	0.771390	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.615444	0.615444	0.327044	0.327044	8	11
NO2+NO3bin0	CTDOXYbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.916000	0.087451	0.912549	0.087451	0.912549	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.630198	0.630198	0.327044	0.327044	8	12
NO2+NO3bin0	THETAbin1	0.454938	0.454938	0.454938	1	1	4	0	0.319000	0.431948	0.568052	0.431948	0.568052	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.584363	0.584363	0.220339	0.220339	8	13
NO2+NO3bin0	SALNTYbin1	0.349677	0.349677	0.349677	2	2	2	0	0.580000	0.479203	0.520797	0.479203	0.520797	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.570397	0.570397	0.301974	0.301974	8	14
NO2+NO3bin0	OXYGENbin1	0.293125	0.293125	0.293125	2	2	2	0	0.767000	0.690372	0.309628	0.690372	0.309628	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.539504	0.539504	0.327044	0.327044	8	15
NO2+NO3bin0	SILCATbin1	0.268771	0.268771	0.268771	4	4	1	0	0.827000	0.202598	0.797402	0.202598	0.797402	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	8	16
NO2+NO3bin0	NO2+NO3bin1	0.268771	0.268771	0.268771	4	4	1	0	0.811000	0.222751	0.777249	0.222751	0.777249	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	8	17
NO2+NO3bin0	PHSPHTbin1	0.268771	0.268771	0.268771	4	4	1	0	0.838000	0.155517	0.844483	0.155517	0.844483	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	8	18
NO2+NO3bin0	CTDTMPbin2	0.268771	0.268771	0.268771	4	4	1	0	0.825000	0.204886	0.795114	0.204886	0.795114	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	8	19
NO2+NO3bin0	CTDSALbin2	0.454938	0.454938	0.454938	1	1	4	0	0.289000	0.132071	0.867929	0.132071	0.867929	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.626452	0.626452	0.220339	0.220339	8	20
NO2+NO3bin0	CTDOXYbin2	0.454938	0.454938	0.454938	1	1	4	0	0.281000	0.256946	0.743054	0.256946	0.743054	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.614704	0.614704	0.220339	0.220339	8	21
NO2+NO3bin0	THETAbin2	0.268771	0.268771	0.268771	4	4	1	0	0.819000	0.210571	0.789429	0.210571	0.789429	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.615444	0.615444	0.327044	0.327044	8	22
NO2+NO3bin0	SALNTYbin2	-0.174839	-0.174839	-0.174839	3	3	2	0	0.854000	-0.645760	0.553082	-0.645760	0.553082	0	-0.500000	0.666667	-0.500000	0.666667	0	0.983012	0.578222	0.578222	0.301974	0.301974	8	23
NO2+NO3bin0	OXYGENbin2	0.227469	0.227469	0.227469	1	1	4	0	0.340000	0.988032	0.098592	0.988032	0.098592	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.351448	0.351448	0.000000	0.000000	8	24
NO2+NO3bin0	SILCATbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.924000	0.133843	0.866158	0.133843	0.866158	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	8	25
NO2+NO3bin0	NO2+NO3bin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.917000	0.023182	0.976818	0.023182	0.976818	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.643202	0.643202	0.301974	0.301974	8	26
NO2+NO3bin0	PHSPHTbin2	-0.161812	-0.161812	-0.161812	3	3	2	0	1.000000	-0.299882	0.700118	-0.299882	0.700118	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.602376	0.602376	0.377907	0.377907	8	27
PHSPHTbin0	CTDTMPbin1	0.454938	0.454938	0.454938	1	1	4	0	0.279000	0.635050	0.364950	0.635050	0.364950	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.556912	0.556912	0.220339	0.220339	9	10
PHSPHTbin0	CTDSALbin1	0.268771	0.268771	0.268771	4	4	1	0	0.804000	0.401144	0.598856	0.401144	0.598856	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.585654	0.585654	0.327044	0.327044	9	11
PHSPHTbin0	CTDOXYbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.921000	-0.082967	0.917033	-0.082967	0.917033	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.630198	0.630198	0.327044	0.327044	9	12
PHSPHTbin0	THETAbin1	0.454938	0.454938	0.454938	1	1	4	0	0.300000	0.637978	0.362022	0.637978	0.362022	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.556912	0.556912	0.220339	0.220339	9	13
PHSPHTbin0	SALNTYbin1	0.349677	0.349677	0.349677	2	2	2	0	0.584000	0.267947	0.732053	0.267947	0.732053	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.610044	0.610044	0.301974	0.301974	9	14
PHSPHTbin0	OXYGENbin1	0.293125	0.293125	0.293125	2	2	2	0	0.768000	0.493441	0.506559	0.493441	0.506559	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.565599	0.565599	0.327044	0.327044	9	15
PHSPHTbin0	SILCATbin1	0.268771	0.268771	0.268771	4	4	1	0	0.864000	0.447986	0.552014	0.447986	0.552014	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.578222	0.578222	0.301974	0.301974	9	16
PHSPHTbin0	NO2+NO3bin1	0.268771	0.268771	0.268771	4	4	1	0	0.828000	0.465885	0.534115	0.465885	0.534115	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.574283	0.574283	0.301974	0.301974	9	17
PHSPHTbin0	PHSPHTbin1	0.268771	0.268771	0.268771	4	4	1	0	0.825000	0.404704	0.595296	0.404704	0.595296	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.585654	0.585654	0.301974	0.301974	9	18
PHSPHTbin0	CTDTMPbin2	0.268771	0.268771	0.268771	4	4	1	0	0.844000	0.400802	0.599198	0.400802	0.599198	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.585654	0.585654	0.301974	0.301974	9	19
PHSPHTbin0	CTDSALbin2	0.454938	0.454938	0.454938	1	1	4	0	0.279000	0.369616	0.630384	0.369616	0.630384	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.593005	0.593005	0.220339	0.220339	9	20
PHSPHTbin0	CTDOXYbin2	0.454938	0.454938	0.454938	1	1	4	0	0.319000	0.480211	0.519789	0.480211	0.519789	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.570397	0.570397	0.220339	0.220339	9	21
PHSPHTbin0	THETAbin2	0.268771	0.268771	0.268771	4	4	1	0	0.816000	0.404514	0.595486	0.404514	0.595486	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.585654	0.585654	0.327044	0.327044	9	22
PHSPHTbin0	SALNTYbin2	-0.174839	-0.174839	-0.174839	3	3	2	0	0.827000	-0.409216	0.731605	-0.409216	0.731605	0	-0.500000	0.666667	-0.500000	0.666667	0	0.983012	0.610044	0.610044	0.301974	0.301974	9	23
PHSPHTbin0	OXYGENbin2	0.227469	0.227469	0.227469	1	1	4	0	0.335000	0.996127	0.056045	0.996127	0.056045	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	9	24
PHSPHTbin0	SILCATbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.922000	-0.086667	0.913333	-0.086667	0.913333	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.630198	0.630198	0.301974	0.301974	9	25
PHSPHTbin0	NO2+NO3bin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.926000	-0.231991	0.768009	-0.231991	0.768009	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	9	26
PHSPHTbin0	PHSPHTbin2	-0.161812	-0.161812	-0.161812	3	3	2	0	1.000000	-0.221580	0.778420	-0.221580	0.778420	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.615444	0.615444	0.377907	0.377907	9	27
CTDTMPbin1	CTDSALbin1	0.268771	0.268771	0.268771	4	4	1	0	0.795000	0.509245	0.490755	0.509245	0.490755	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	10	11
CTDTMPbin1	CTDOXYbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.885000	-0.309413	0.690587	-0.309413	0.690587	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.602376	0.602376	0.301974	0.301974	10	12
CTDTMPbin1	THETAbin1	0.586251	0.586251	0.586251	1	1	4	0	0.090000	0.999987	0.000013	0.999987	0.000013	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.000970	0.000970	0.000000	0.000000	10	13
CTDTMPbin1	SALNTYbin1	0.161812	0.161812	0.161812	2	2	2	0	1.000000	-0.321048	0.678952	-0.321048	0.678952	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.602376	0.602376	0.377907	0.377907	10	14
CTDTMPbin1	OXYGENbin1	-0.268771	-0.268771	-0.268771	1	1	1	0	0.862000	-0.209821	0.790179	-0.209821	0.790179	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	10	15
CTDTMPbin1	SILCATbin1	0.488833	0.488833	0.488833	1	1	4	0	0.159000	0.925502	0.074498	0.925502	0.074498	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.324668	0.324668	0.220339	0.220339	10	16
CTDTMPbin1	NO2+NO3bin1	0.488833	0.488833	0.488833	1	1	4	0	0.193000	0.914913	0.085087	0.914913	0.085087	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.328342	0.328342	0.220339	0.220339	10	17
CTDTMPbin1	PHSPHTbin1	0.488833	0.488833	0.488833	1	1	4	0	0.175000	0.913136	0.086864	0.913136	0.086864	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.328342	0.328342	0.220339	0.220339	10	18
CTDTMPbin1	CTDTMPbin2	0.488833	0.488833	0.488833	1	1	4	0	0.157000	0.601170	0.398830	0.601170	0.398830	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.556912	0.556912	0.220339	0.220339	10	19
CTDTMPbin1	CTDSALbin2	0.586251	0.586251	0.586251	1	1	4	0	0.088000	0.952276	0.047724	0.952276	0.047724	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	10	20
CTDTMPbin1	CTDOXYbin2	0.586251	0.586251	0.586251	1	1	4	0	0.085000	0.981989	0.018011	0.981989	0.018011	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.214051	0.214051	0.000000	0.000000	10	21
CTDTMPbin1	THETAbin2	0.268771	0.268771	0.268771	4	4	1	0	0.803000	0.595633	0.404367	0.595633	0.404367	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.556912	0.556912	0.301974	0.301974	10	22
CTDTMPbin1	SALNTYbin2	0.174839	0.174839	0.174839	1	1	2	0	0.831000	0.722296	0.486173	0.722296	0.486173	0	0.500000	0.666667	0.500000	0.666667	0	0.983012	0.565599	0.565599	0.301974	0.301974	10	23
CTDTMPbin1	OXYGENbin2	0.349677	0.349677	0.349677	1	1	4	0	0.175000	0.962260	0.175458	0.962260	0.175458	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.446780	0.446780	0.000000	0.000000	10	24
CTDTMPbin1	SILCATbin2	-0.488833	-0.488833	-0.488833	1	1	4	0	0.161000	-0.514946	0.485054	-0.514946	0.485054	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.565599	0.565599	0.220339	0.220339	10	25
CTDTMPbin1	NO2+NO3bin2	-0.488833	-0.488833	-0.488833	1	1	4	0	0.198000	-0.795025	0.204975	-0.795025	0.204975	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.457712	0.457712	0.220339	0.220339	10	26
CTDTMPbin1	PHSPHTbin2	0.349677	0.349677	0.349677	1	1	2	0	0.513000	0.356017	0.643983	0.356017	0.643983	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.593005	0.593005	0.301974	0.301974	10	27
CTDSALbin1	CTDOXYbin1	-0.586251	-0.586251	-0.586251	1	1	4	0	0.078000	-0.945783	0.054217	-0.945783	0.054217	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	11	12
CTDSALbin1	THETAbin1	0.268771	0.268771	0.268771	4	4	1	0	0.806000	0.506806	0.493194	0.506806	0.493194	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	11	13
CTDSALbin1	SALNTYbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.278000	-0.720636	0.279364	-0.720636	0.279364	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.511456	0.511456	0.220339	0.220339	11	14
CTDSALbin1	OXYGENbin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.581000	-0.491628	0.508372	-0.491628	0.508372	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.565599	0.565599	0.288889	0.288889	11	15
CTDSALbin1	SILCATbin1	0.454938	0.454938	0.454938	1	1	4	0	0.218000	0.737495	0.262505	0.737495	0.262505	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.503134	0.503134	0.220339	0.220339	11	16
CTDSALbin1	NO2+NO3bin1	0.454938	0.454938	0.454938	1	1	4	0	0.201000	0.771542	0.228458	0.771542	0.228458	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.473381	0.473381	0.220339	0.220339	11	17
CTDSALbin1	PHSPHTbin1	0.454938	0.454938	0.454938	1	1	4	0	0.201000	0.731721	0.268279	0.731721	0.268279	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.506316	0.506316	0.220339	0.220339	11	18
CTDSALbin1	CTDTMPbin2	0.454938	0.454938	0.454938	1	1	4	0	0.212000	0.991319	0.008681	0.991319	0.008681	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.131861	0.131861	0.220339	0.220339	11	19
CTDSALbin1	CTDSALbin2	0.268771	0.268771	0.268771	4	4	1	0	0.803000	0.473833	0.526167	0.473833	0.526167	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.573546	0.573546	0.301974	0.301974	11	20
CTDSALbin1	CTDOXYbin2	0.268771	0.268771	0.268771	4	4	1	0	0.801000	0.451349	0.548651	0.451349	0.548651	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.578222	0.578222	0.301974	0.301974	11	21
